"movie_id","primaryTitle","originalTitle","genre","runtimeMinutes","releaseYear","language","averageRating"
8060604,"Kabir","Kabir","Thriller",110,2018,"en",6
8060604,"Kabir","Kabir","Action",110,2018,"en",6
8060624,"Nawabzaade","Nawabzaade","Comedy",112,2018,"en",4
8060624,"Nawabzaade","Nawabzaade","Romance",112,2018,"en",4
8060774,"15 Minutes of War","L'intervention","Drama",98,2019,"en",6
8060774,"15 Minutes of War","L'intervention","History",98,2019,"en",6
8060774,"15 Minutes of War","L'intervention","Action",98,2019,"en",6
8061070,"My Step Dad: The Hippie","Cici Babam","Comedy",99,2018,"en",5
8063840,"Mummy Reborn","Mummy Reborn","Horror",80,2019,"en",2
8063840,"Mummy Reborn","Mummy Reborn","Adventure",80,2019,"en",2
8064418,"Assassin 33 A.D.","Assassin 33 A.D.","Sci",109,2020,"en",3
8064418,"Assassin 33 A.D.","Assassin 33 A.D.","Fi",109,2020,"en",3
8065750,"The Far Shore","Dérive","Drama",104,2018,"en",7
8065768,"Vic the Viking and the Magic Sword","Vic the Viking and the Magic Sword","Adventure",77,2019,"en",5
8065768,"Vic the Viking and the Magic Sword","Vic the Viking and the Magic Sword","Animation",77,2019,"en",5
8065768,"Vic the Viking and the Magic Sword","Vic the Viking and the Magic Sword","Action",77,2019,"en",5
8065772,"Benyamin the Troublemaker","Benyamin Biang Kerok","Comedy",95,2018,"en",3
